FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
boot,32000.0,480.0,19320.080505182406,19095.05769737307,20670.40923742236,221.3875848054881,0.2462188392888267,0.09099819752049647,599.0174371225426,20467.948232958435,19.51134353770383
boot,32000.0,490.0,19718.8721784669,17276.374053419997,19289.831696190147,227.1809223025384,0.19070659416738064,0.09883156068539473,620.9006061812842,19179.54444453775,20.653196577906368
boot,32000.0,500.0,19096.570085765732,17123.618384744266,19823.495288293063,224.324310594465,0.16468258955844,0.11105811406773013,568.5440021840226,19109.070836602463,22.71366352991408
boot,33000.0,50.0,17494.8011386037,20822.51522956633,26347.087886379744,33.97920783160127,0.14578720965883893,0.16168023050030964,653.1269969604053,16673.125592244538,11.534111358052922
boot,33000.0,60.0,16904.242001931238,21656.232573481066,24931.147586144598,38.139504072752686,0.15410046462233473,0.16812685884224599,649.2643025420628,17841.970536450786,12.97551370553946
boot,33000.0,70.0,17638.53849814053,20277.591273949165,26063.652047412357,41.3660206729257,0.15878319802905952,0.15702580006975686,700.7826170682712,17380.600637392294,14.589479937556035
boot,33000.0,80.0,15959.819397095267,19699.667788597737,24959.000556008963,44.030016096476345,0.1715220466657828,0.15951195129783086,659.4641660967053,17210.191272236414,16.282817974925894
boot,33000.0,90.0,17079.86068145638,19338.407238119078,25437.55007026084,44.38062465811142,0.19578245587265372,0.1630547920482857,651.4218022111244,18276.533976753806,17.481670885127976
boot,33000.0,100.0,17053.847941908163,19631.011815765276,23688.565148094687,48.969847608930685,0.16950238749917124,0.15709101023532024,703.600110528482,17386.644784756052,20.636946221533005
boot,33000.0,110.0,16092.875938863426,19980.833831989086,25476.474022429076,51.085170602977364,0.6834296278270596,0.1658222147275353,690.8161969431729,17147.169368029936,19.315995671493074
boot,33000.0,120.0,17700.911352392148,20743.995056961634,25693.462389626216,69.24009865379128,0.1906764685781115,0.16377851803031285,632.4468616043193,18574.356708100095,15.08003865505743
boot,33000.0,130.0,17357.252903660872,21079.61231544218,25671.626318142495,74.43351372266746,0.21183479752513504,0.1320207878257499,672.125907977491,18059.016555310554,15.287177820022965
boot,33000.0,140.0,16146.980199145282,21105.893408516786,25744.706437833862,88.7253422519044,0.3743469604740838,0.12256715479317912,595.8859381663763,15871.28998205306,17.041507498065215
boot,33000.0,150.0,13109.872849130674,19368.613039859305,25774.564328147266,91.26853267048045,0.2993764460918778,0.11486384833207133,550.6247796713694,14324.701392359168,16.570647611356218
boot,33000.0,160.0,15788.658895173632,21331.248043928103,26933.646934883105,92.14549194144351,0.3011223122783368,0.1141684349129768,602.7901304962212,15337.923224890892,17.185640647865785
boot,33000.0,170.0,18380.372942354017,23190.700875758,27340.70991917615,101.52582157499904,0.2736114485508209,0.09774077169979196,632.1699957480149,18722.38036130185,18.70068838998888
boot,33000.0,180.0,17643.207567180732,22194.920978864735,27741.37825428669,111.81858892314425,0.2730481183187143,0.09732404657702064,592.8711935547332,18270.95757839395,18.633771993610647
boot,33000.0,190.0,20484.226514232218,24219.53421406145,28414.314780685945,99.42235359757142,0.2535905259911693,0.10614332418166246,620.6927342111455,20304.668850130107,15.954136045681484
boot,33000.0,200.0,20501.50267504954,24462.792534025695,27798.643493603486,112.6234647315624,0.2642421086851191,0.0679021860247011,596.6202597447422,21523.224113043347,21.307553499350995
boot,33000.0,210.0,20380.49125096854,22629.315213668473,26048.195779470043,107.26884693912658,0.2739298225316812,0.09881891102084368,590.4163412907075,19844.73147802211,18.996654117166404
boot,33000.0,220.0,20512.848866319062,20232.407425806075,25477.102533283673,115.00850137036772,0.2664908020396366,0.1183483723940055,640.1707448278213,19159.335074809474,18.66192329733181
boot,33000.0,230.0,19974.797173699786,20590.176735086025,25963.83435042346,116.34230845652064,0.42666278735264057,0.12243722404297026,646.4003807764528,18688.58326085374,17.466070862959402
boot,33000.0,240.0,18508.518992855494,19281.159308547598,24008.09084935923,132.85796557377054,0.3496416602513308,0.13755444330062813,665.3687273449027,19940.35171732537,17.00016898185538
boot,33000.0,250.0,19631.985687088556,17930.928497919973,23228.640073197017,112.88496192755301,0.36295050512209576,0.16045001948662674,682.0562776063342,19573.06262432444,15.475915336930179
boot,33000.0,260.0,21729.195804231993,20913.282388604228,25996.579447926775,119.32360545969206,0.3389177385354089,0.16410464180678666,608.13278080674,19757.836241805588,13.446549997200655
boot,33000.0,280.0,20617.76415411502,21458.21398820296,26778.75184791063,140.40138620215794,0.33063565238897036,0.1242532976044583,622.4641223265797,19975.635593286464,16.244197900378026
boot,33000.0,290.0,19955.5299358851,20416.78041037946,28024.928084635005,146.68373391199012,0.32046754293506796,0.1083368678696997,592.2586236189587,21627.137349402343,17.85307981280237
boot,33000.0,300.0,20884.138307015735,22106.155256931343,26886.042860447425,156.6585537552173,0.325464018180898,0.09958181617179963,554.1717932363522,22033.311095380624,22.026832053951747
boot,33000.0,310.0,20343.4152548877,21983.003288178406,27357.586037944675,159.903767690686,0.3380881728163063,0.10313238016547355,606.4267465492271,21827.701178381718,21.978093077078682
boot,33000.0,320.0,20967.193729486484,23863.499380699363,29424.482912162774,172.57205176441445,0.32514776276661844,0.12096827038078758,605.7222677183895,20425.446371617367,18.69689769099427
boot,33000.0,330.0,21095.11656027136,23597.395992393824,29524.04452048489,168.73877757352443,0.30181411101385947,0.12944710733222578,584.0583831228977,20732.52965548718,17.398604500752853
boot,33000.0,340.0,20762.980918414476,24479.508791181717,28416.42908667975,184.51911609395066,0.2937639501016615,0.1209019218554386,621.1560075857652,20863.310159397246,16.963515617069888
boot,33000.0,350.0,18703.638615231535,23245.311768043335,27890.49995157784,185.4903838609751,0.29026117912985816,0.09013457332545746,634.5833988428119,20729.419977234404,21.884995850356255
boot,33000.0,360.0,18896.32487644465,21841.963874740493,27878.62004064798,187.13555228622488,0.2827633564844035,0.09398859352894047,609.0884750999593,19960.67323208617,18.453461255716057
boot,33000.0,370.0,19871.98827472435,23720.230082302503,28091.505774541365,189.75753934977118,0.27423514479651423,0.10154770511774834,632.3874826855819,20411.619560755084,17.296715424322116
boot,33000.0,380.0,21583.326448865373,22341.716526215296,26383.316157678957,185.98716081472938,0.28953166573010025,0.09961060407068814,610.0944120541411,20164.5231274982,19.114324055725433
boot,33000.0,390.0,21704.050534914186,25639.81885745917,29814.234333798042,210.96425991202722,0.33822466651661476,0.12563647294116204,633.0319854831974,21965.54014915899,18.59482544008412
boot,33000.0,400.0,23118.331397479003,27301.41645233142,31536.69300521262,209.05770599826502,0.3335474535506936,0.11846375321424069,596.108711008816,23147.466362861076,22.46604628298776
boot,33000.0,410.0,20232.5633195442,23607.406805044353,27891.65684278575,212.31413624231013,0.27624530644102946,0.0817885529801674,587.3368604837954,20900.9649264948,27.079944796201463
boot,33000.0,420.0,21554.11158780952,23200.74290173733,27838.318180239996,214.4737121650268,0.2937901540698489,0.09075047966558879,608.1797795182755,20561.316990171246,25.303086159174228
boot,33000.0,430.0,21037.409333823125,20219.920620403846,25837.58346775795,221.25048287414816,0.24094348347679836,0.09186188055837517,586.1849460639988,19202.12011170017,30.65827943854356
boot,33000.0,440.0,20852.91616953352,21041.34243101045,27245.361220043764,221.836225878345,0.25164105480495624,0.08487386758284855,594.7109028190968,20724.169910064757,33.53885775559411
boot,33000.0,450.0,22763.310533120577,24481.587753857722,27147.958935903414,245.34635423485093,0.32173223560774666,0.06985654644194904,579.7525223920082,23195.63141887606,36.54711674838837
boot,33000.0,460.0,23724.38581141436,23383.072400464793,27448.98961064545,234.1621563683926,0.3310891203027017,0.06731078679826907,571.1698360626074,22575.373013481196,39.557775508615975
boot,33000.0,470.0,23386.163446052546,20868.79259620559,25086.577951384606,222.76692726964774,0.26080941539057967,0.07942254093504335,564.9300247117516,20616.844692143848,39.42649170489265
boot,33000.0,480.0,21944.924303434647,20715.23125011766,25392.835978033065,234.6673654008461,0.2645376395729968,0.07788789621331366,534.6660073229644,21085.039262986887,39.70900643280444
boot,33000.0,490.0,21588.613841147297,19552.038597819526,25300.404208402702,235.62264270422696,0.22994488725351167,0.08596089688226057,575.7088829512911,20698.08829741619,41.46992684085244
boot,33000.0,500.0,21161.826809548762,19126.425065103405,24537.175661814952,236.1302922593356,0.1969632776346907,0.0781898058956912,583.6961982939928,21017.291643108925,39.720520062021464
boot,34000.0,50.0,17771.296262415803,21059.80001517332,26846.291024390313,35.446842691258325,0.14455803894437128,0.1666897295628134,659.2909273566248,17498.551835063052,11.850239660607782
boot,34000.0,60.0,16972.845535577253,20377.016440260188,24079.70850900542,38.757330670994556,0.1471019335061372,0.15848556761863905,682.9420594894199,17307.287520137084,12.625954921964428
boot,34000.0,70.0,17248.65501678942,19886.613139203128,24923.406501780813,40.32726409507593,0.14875995939631606,0.15651292087801735,639.6335544209076,17395.67091571575,14.5373918680512
boot,34000.0,80.0,17273.317216182822,20759.259523462322,24924.48356665671,43.8452001332261,0.16141334802824067,0.16260577940291418,672.2605581362976,17285.617494057667,16.738336026590556
boot,34000.0,90.0,17748.946644487318,20042.554853468246,26100.15079259931,43.859438917310236,0.1851420296325442,0.1666400027153837,678.8667643121704,16353.753573211776,18.36839180188278
boot,34000.0,100.0,17102.937259836464,19374.928250342877,23132.165686699573,47.78015103574793,0.17396466820012493,0.15677240240238874,687.7019516063314,17081.934188747833,20.703973425630856
boot,34000.0,110.0,17418.06584670276,19974.98661934921,24429.223390156363,50.36293137218608,0.7214368211389229,0.15785712809053112,661.988894867682,17201.83146614465,20.269635150963722
boot,34000.0,120.0,18678.64738484849,21054.467062299605,26400.495296803325,70.81273717495067,0.17471860359304767,0.14857690129821227,637.8317150009624,18170.34292976168,14.87261907518153
boot,34000.0,130.0,17697.391278032712,21882.286391502083,25489.713158096918,79.15379760416393,0.18786843949813883,0.12319330377298292,650.6388160220904,16365.177788423296,15.60977919141973
boot,34000.0,140.0,16116.352061492309,21269.077254784803,23874.416443038568,89.81959043832187,0.3479279360362234,0.1294040980308536,598.5453825142395,17056.192974822552,17.213667237204707
boot,34000.0,150.0,14203.39546831616,19416.113257860387,22321.17859903638,95.95809826161292,0.2902316439035174,0.11977682877216493,616.7403551032423,13436.778172827891,16.053055932687908
boot,34000.0,160.0,15027.163485075083,21128.35481209801,24288.94305812273,95.31329719071839,0.28842324629243543,0.1088303146036374,578.638051107756,16069.971047809573,16.776586059499948
boot,34000.0,170.0,17026.718842379043,22153.920300378868,25872.36263408283,92.73652254668706,0.2901237756630463,0.10031963238651703,591.4793304680715,17538.818750096358,17.871713230006225
boot,34000.0,180.0,17840.440096654285,23562.280215862556,25669.1666051709,97.93549614229599,0.2686791409370839,0.10257228853272946,653.7315979909744,18180.15096639999,17.81453123287259
boot,34000.0,190.0,19254.134272868356,22836.887468293,26913.955958684564,101.07367791676154,0.2537740962917772,0.11147445845579514,574.8266226490807,20414.223225926984,17.84444574204336
boot,34000.0,200.0,21517.744577181107,25238.093116913547,30086.66329975199,111.43500661896064,0.27198676994070803,0.06612431662500813,608.6533425807813,20598.077581055713,21.5055852684662
boot,34000.0,210.0,19137.99386903399,22486.048042116483,27149.56261872984,114.52227331138975,0.2602524564129911,0.10287008164463617,614.6194454476133,20415.148916250277,19.423328583029658
boot,34000.0,220.0,19297.099732975657,21569.789190392188,26797.4471103288,108.28467232245244,0.27189426292330127,0.11823900945267243,636.6081453019274,20106.64159786755,19.60940363875978
boot,34000.0,230.0,19681.0488213959,20951.124705398197,27430.46904809191,120.23744358743942,0.4155581388233983,0.12270275017271766,662.0592933042665,19502.97595942078,17.185842749824925
boot,34000.0,240.0,19809.52811104461,20315.42601011934,26127.224142971645,125.82517077699953,0.32346992542035574,0.13477993631951338,660.182124874089,20263.253661081093,16.428706127538497
boot,34000.0,250.0,20381.42933416829,18064.260853244985,26295.887496200132,111.89084110761196,0.3683288742967782,0.1595022063891757,646.7053264658205,19617.932768613413,15.028548870821842
boot,34000.0,270.0,20372.779757785447,21555.82730859216,28368.79956815762,125.37734580635222,0.3460650805818409,0.15258721194593963,637.9486037049825,20526.86767229467,15.190711353646
boot,34000.0,280.0,20873.529275959372,22723.817768439592,28051.45684384767,135.40740089804265,0.31817215474283395,0.13234012129153047,616.1862671290727,21193.262778470576,15.985317075668151
boot,34000.0,290.0,21955.660851820423,21646.626902000306,31728.443785673815,146.99548248656532,0.33614943969441785,0.12769400529475194,658.0659847854575,20832.322371768165,17.039959976207033
boot,34000.0,300.0,21898.503121318052,23391.273777337443,29265.779021620456,164.87018549523003,0.32223287034224707,0.1048486112399069,653.0850945834142,20815.809859925168,20.665325455201348
boot,34000.0,310.0,21569.887390832457,22399.906474434363,29761.87492205076,148.21438956714925,0.3084224825980609,0.11240017031848856,613.4726983230355,23437.38433636159,22.099391204137596
boot,34000.0,320.0,20918.011766789794,24047.431556414012,29968.70585276673,168.89543540798138,0.3096308588393742,0.12447740239365813,605.4614908795922,22604.26574875957,17.8812226911881
boot,34000.0,330.0,21785.792294287476,24691.36261314813,28394.38430749733,171.80058766933087,0.30051894683509944,0.13555053070164516,630.5801041400263,20220.759726259552,16.948392197067705
boot,34000.0,340.0,20962.510265543555,23996.419446580083,29841.847070298016,184.66178662461544,0.2910177606109598,0.12594287982856683,640.5088287649637,21672.312593891485,18.04386539668462
boot,34000.0,350.0,20904.16173585241,22729.379612215176,26843.932664009088,183.50814153730656,0.2868652794767047,0.08999892412984464,596.6993071089913,20311.546263886456,22.107822316915303
