Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,webflux,20000.0,480.0,74.41,92.16,100.88,18210.36,0.0,0.35,583.8,74.43,0.0
,webflux,20000.0,470.0,75.31,92.89,100.93,17820.29,0.0,0.35,592.2,75.24,0.0
,webflux,20000.0,460.0,76.21,93.61,100.99,17430.21,0.0,0.34,600.6,76.04,0.0
,webflux,20000.0,450.0,77.11,94.33,101.04,17040.13,0.0,0.34,609.0,76.85,0.0
,webflux,20000.0,440.0,76.4,94.0,102.26,17289.17,0.0,0.34,608.6,76.01,0.0
,webflux,20000.0,430.0,75.69,93.67,103.47,17538.21,0.0,0.34,608.2,75.16,0.0
,webflux,20000.0,420.0,74.98,93.35,104.69,17787.26,0.0,0.34,607.8,74.32,0.0
,webflux,20000.0,410.0,74.27,93.02,105.9,18036.3,0.0,0.34,607.4,73.47,0.0
,webflux,20000.0,400.0,73.56,92.69,107.12,18285.34,0.0,0.34,607.0,72.63,0.0
,webflux,20000.0,390.0,72.89,92.02,105.5,18209.27,0.0,0.34,597.8,72.02,0.0
,webflux,20000.0,380.0,72.22,91.35,103.88,18133.21,0.0,0.34,588.6,71.41,0.0
,webflux,20000.0,370.0,71.54,90.68,102.27,18057.14,0.0,0.33,579.4,70.81,0.0
,webflux,20000.0,360.0,70.87,90.01,100.65,17981.08,0.0,0.33,570.2,70.2,0.0
,webflux,20000.0,350.0,70.2,89.34,99.03,17905.01,0.0,0.33,561.0,69.59,0.0
,webflux,20000.0,340.0,69.04,88.19,97.1,17872.62,0.0,0.33,563.8,68.39,0.0
,webflux,20000.0,330.0,67.88,87.04,95.17,17840.23,0.0,0.33,566.6,67.18,0.0
,webflux,20000.0,320.0,66.73,85.9,93.25,17807.85,0.0,0.32,569.4,65.98,0.0
,webflux,20000.0,310.0,65.57,84.75,91.32,17775.46,0.0,0.32,572.2,64.77,0.0
,webflux,20000.0,300.0,64.41,83.6,89.39,17743.07,0.0,0.32,575.0,63.57,0.0
,webflux,20000.0,290.0,65.7,83.84,89.5,17914.67,0.0,0.32,581.4,65.0,0.0
,webflux,20000.0,280.0,66.99,84.07,89.61,18086.27,0.0,0.32,587.8,66.43,0.0
,webflux,20000.0,270.0,68.27,84.31,89.71,18257.87,0.0,0.31,594.2,67.86,0.0
,webflux,20000.0,260.0,69.56,84.54,89.82,18429.47,0.0,0.31,600.6,69.29,0.0
,webflux,20000.0,250.0,70.85,84.78,89.93,18601.07,0.0,0.31,607.0,70.72,0.0
,webflux,20000.0,240.0,68.65,81.81,88.73,18582.43,0.0,0.31,599.6,68.58,0.0
,webflux,20000.0,230.0,66.45,78.84,87.53,18563.79,0.0,0.31,592.2,66.44,0.0
,webflux,20000.0,220.0,64.24,75.88,86.34,18545.15,0.0,0.3,584.8,64.31,0.0
,webflux,20000.0,210.0,62.04,72.91,85.14,18526.51,0.0,0.3,577.4,62.17,0.0
,webflux,20000.0,200.0,59.84,69.94,83.94,18507.87,0.0,0.3,570.0,60.03,0.0
,webflux,20000.0,170.0,59.34,69.86,82.21,18455.82,0.0,0.29,568.4,59.53,0.0
,webflux,20000.0,140.0,58.83,69.78,80.49,18403.78,0.0,0.29,566.8,59.03,0.0
,webflux,20000.0,110.0,58.33,69.69,78.76,18351.73,0.0,0.28,565.2,58.53,0.0
,webflux,20000.0,80.0,57.82,69.61,77.04,18299.69,0.0,0.28,563.6,58.03,0.0
,webflux,20000.0,50.0,57.32,69.53,75.31,18247.64,0.0,0.27,562.0,57.53,0.0
,webflux,20000.0,60.0,57.81,70.49,76.83,18391.54,0.0,0.27,562.4,57.97,0.0
,webflux,20000.0,70.0,58.29,71.46,78.35,18535.45,0.0,0.27,562.8,58.4,0.0
,webflux,20000.0,80.0,58.78,72.42,79.87,18679.35,0.0,0.28,563.2,58.84,0.0
,webflux,20000.0,90.0,59.26,73.39,81.39,18823.26,0.0,0.28,563.6,59.27,0.0
,webflux,20000.0,100.0,59.75,74.35,82.91,18967.16,0.0,0.28,564.0,59.71,0.0
,webflux,21000.0,140.0,62.35,76.68,84.87,19550.3,0.0,0.29,573.2,62.12,0.0
,webflux,22000.0,180.0,64.95,79.01,86.84,20133.44,0.0,0.3,582.4,64.53,0.0
,webflux,23000.0,220.0,67.54,81.35,88.8,20716.58,0.0,0.32,591.6,66.93,0.0
,webflux,24000.0,260.0,70.14,83.68,90.77,21299.72,0.0,0.33,600.8,69.34,0.0
,webflux,25000.0,300.0,72.74,86.01,92.73,21882.86,0.0,0.34,610.0,71.75,0.0
,webflux,25000.0,310.0,71.0,84.57,92.94,22151.38,0.0,0.34,615.2,70.12,0.0
,webflux,25000.0,320.0,69.26,83.13,93.15,22419.89,0.0,0.35,620.4,68.49,0.0
,webflux,25000.0,330.0,67.52,81.69,93.36,22688.41,0.0,0.35,625.6,66.87,0.0
,webflux,25000.0,340.0,65.78,80.25,93.57,22956.92,0.0,0.36,630.8,65.24,0.0
,webflux,25000.0,350.0,64.04,78.81,93.78,23225.44,0.0,0.36,636.0,63.61,0.0
,webflux,25000.0,360.0,64.94,78.86,92.7,23255.59,0.0,0.36,631.6,64.49,0.0
,webflux,25000.0,370.0,65.85,78.91,91.62,23285.74,0.0,0.36,627.2,65.38,0.0
,webflux,25000.0,380.0,66.75,78.95,90.54,23315.88,0.0,0.37,622.8,66.26,0.0
,webflux,25000.0,390.0,67.66,79.0,89.46,23346.03,0.0,0.37,618.4,67.15,0.0
,webflux,25000.0,400.0,68.56,79.05,88.38,23376.18,0.0,0.37,614.0,68.03,0.0
,webflux,25000.0,410.0,71.39,83.22,93.27,23083.59,0.0,0.37,614.6,71.17,0.0
,webflux,25000.0,420.0,74.23,87.39,98.17,22791.0,0.0,0.37,615.2,74.3,0.0
,webflux,25000.0,430.0,77.06,91.57,103.06,22498.42,0.0,0.37,615.8,77.44,0.0
,webflux,25000.0,440.0,79.9,95.74,107.96,22205.83,0.0,0.37,616.4,80.57,0.0
,webflux,25000.0,450.0,82.73,99.91,112.85,21913.24,0.0,0.37,617.0,83.71,0.0
,webflux,25000.0,460.0,82.89,99.62,112.33,22118.91,0.0,0.37,617.0,83.69,0.0
,webflux,25000.0,470.0,83.04,99.34,111.82,22324.58,0.0,0.38,617.0,83.67,0.0
,webflux,25000.0,480.0,83.2,99.05,111.3,22530.25,0.0,0.38,617.0,83.65,0.0
,webflux,25000.0,490.0,83.35,98.77,110.79,22735.92,0.0,0.39,617.0,83.63,0.0
,webflux,25000.0,500.0,83.51,98.48,110.27,22941.59,0.0,0.39,617.0,83.61,0.0
,webflux,25000.0,430.0,78.84,93.27,105.09,23081.47,0.0,0.38,616.8,78.81,0.0
,webflux,25000.0,360.0,74.17,88.06,99.92,23221.35,0.0,0.36,616.6,74.0,0.0
,webflux,25000.0,290.0,69.49,82.85,94.74,23361.23,0.0,0.35,616.4,69.2,0.0
,webflux,25000.0,220.0,64.82,77.64,89.57,23501.11,0.0,0.33,616.2,64.39,0.0
,webflux,25000.0,150.0,60.15,72.43,84.39,23640.99,0.0,0.32,616.0,59.59,0.0
,webflux,25000.0,160.0,61.08,73.5,84.52,23239.39,0.0,0.32,614.0,60.43,0.0
,webflux,25000.0,170.0,62.0,74.58,84.65,22837.78,0.0,0.32,612.0,61.27,0.0
,webflux,25000.0,180.0,62.93,75.65,84.78,22436.18,0.0,0.32,610.0,62.11,0.0
,webflux,25000.0,190.0,63.85,76.73,84.91,22034.57,0.0,0.32,608.0,62.95,0.0
,webflux,25000.0,200.0,64.78,77.8,85.04,21632.97,0.0,0.32,606.0,63.79,0.0
,webflux,25000.0,210.0,66.2,79.18,87.2,21636.3,0.0,0.32,608.0,65.28,0.0
,webflux,25000.0,220.0,67.61,80.56,89.36,21639.64,0.0,0.32,610.0,66.77,0.0
,webflux,25000.0,230.0,69.03,81.94,91.53,21642.97,0.0,0.33,612.0,68.26,0.0
,webflux,25000.0,240.0,70.44,83.32,93.69,21646.31,0.0,0.33,614.0,69.75,0.0
,webflux,25000.0,250.0,71.86,84.7,95.85,21649.64,0.0,0.33,616.0,71.24,0.0
,webflux,25000.0,210.0,69.71,83.0,93.22,21896.64,0.0,0.32,620.8,69.21,0.0
,webflux,25000.0,170.0,67.56,81.31,90.6,22143.64,0.0,0.32,625.6,67.18,0.0
,webflux,25000.0,130.0,65.4,79.61,87.97,22390.63,0.0,0.31,630.4,65.14,0.0
,webflux,25000.0,90.0,63.25,77.92,85.35,22637.63,0.0,0.31,635.2,63.11,0.0
,webflux,25000.0,50.0,61.1,76.22,82.72,22884.63,0.0,0.3,640.0,61.08,0.0
,webflux,25000.0,60.0,61.36,76.94,84.98,22712.81,0.0,0.3,635.0,61.28,0.0
,webflux,25000.0,70.0,61.62,77.66,87.25,22541.0,0.0,0.3,630.0,61.48,0.0
,webflux,25000.0,80.0,61.87,78.37,89.51,22369.18,0.0,0.3,625.0,61.67,0.0
,webflux,25000.0,90.0,62.13,79.09,91.78,22197.37,0.0,0.3,620.0,61.87,0.0
,webflux,25000.0,100.0,62.39,79.81,94.04,22025.55,0.0,0.3,615.0,62.07,0.0
,webflux,26000.0,180.0,66.26,82.95,96.38,22918.27,0.0,0.32,623.6,65.94,0.0
,webflux,27000.0,260.0,70.13,86.09,98.71,23811.0,0.0,0.34,632.2,69.81,0.0
,webflux,28000.0,340.0,73.99,89.24,101.05,24703.72,0.0,0.37,640.8,73.68,0.0
,webflux,29000.0,420.0,77.86,92.38,103.38,25596.45,0.0,0.39,649.4,77.55,0.0
,webflux,30000.0,500.0,81.73,95.52,105.72,26489.17,0.0,0.41,658.0,81.42,0.0
,webflux,30000.0,480.0,78.7,92.13,102.4,26454.35,0.0,0.41,661.2,78.33,0.0
,webflux,30000.0,460.0,75.67,88.74,99.08,26419.54,0.0,0.4,664.4,75.24,0.0
,webflux,30000.0,440.0,72.64,85.34,95.75,26384.72,0.0,0.4,667.6,72.16,0.0
,webflux,30000.0,420.0,69.61,81.95,92.43,26349.91,0.0,0.39,670.8,69.07,0.0
,webflux,30000.0,400.0,66.58,78.56,89.11,26315.09,0.0,0.39,674.0,65.98,0.0
,webflux,30000.0,380.0,66.21,79.59,89.04,26483.72,0.0,0.39,670.8,65.79,0.0
,webflux,30000.0,360.0,65.83,80.61,88.96,26652.36,0.0,0.38,667.6,65.6,0.0
,webflux,30000.0,340.0,65.46,81.64,88.89,26820.99,0.0,0.38,664.4,65.42,0.0
,webflux,30000.0,320.0,65.08,82.66,88.81,26989.63,0.0,0.37,661.2,65.23,0.0
,webflux,30000.0,300.0,64.71,83.69,88.74,27158.26,0.0,0.37,658.0,65.04,0.0
,webflux,30000.0,250.0,63.76,81.0,86.21,27332.44,0.0,0.36,660.4,64.17,0.0
,webflux,30000.0,200.0,62.81,78.31,83.67,27506.62,0.0,0.35,662.8,63.31,0.0
,webflux,30000.0,150.0,61.87,75.62,81.14,27680.81,0.0,0.35,665.2,62.44,0.0
,webflux,30000.0,100.0,60.92,72.93,78.6,27854.99,0.0,0.34,667.6,61.58,0.0
,webflux,30000.0,50.0,59.97,70.24,76.07,28029.17,0.0,0.33,670.0,60.71,0.0
,webflux,30000.0,60.0,60.31,72.3,78.85,27782.33,0.0,0.33,665.2,60.81,0.0
,webflux,30000.0,70.0,60.64,74.37,81.63,27535.49,0.0,0.33,660.4,60.91,0.0
,webflux,30000.0,80.0,60.98,76.43,84.42,27288.64,0.0,0.33,655.6,61.0,0.0
,webflux,30000.0,90.0,61.31,78.5,87.2,27041.8,0.0,0.33,650.8,61.1,0.0
,webflux,30000.0,100.0,61.65,80.56,89.98,26794.96,0.0,0.33,646.0,61.2,0.0
,webflux,30000.0,110.0,62.41,80.62,89.65,26643.42,0.0,0.33,651.8,61.97,0.0
,webflux,30000.0,120.0,63.17,80.68,89.32,26491.87,0.0,0.33,657.6,62.74,0.0
,webflux,30000.0,130.0,63.94,80.73,89.0,26340.33,0.0,0.34,663.4,63.51,0.0
,webflux,30000.0,140.0,64.7,80.79,88.67,26188.78,0.0,0.34,669.2,64.28,0.0
,webflux,30000.0,150.0,65.46,80.85,88.34,26037.24,0.0,0.34,675.0,65.05,0.0
,webflux,30000.0,160.0,64.92,79.31,86.49,26058.65,0.0,0.34,671.2,64.66,0.0
,webflux,30000.0,170.0,64.38,77.77,84.64,26080.06,0.0,0.34,667.4,64.27,0.0
,webflux,30000.0,180.0,63.83,76.23,82.78,26101.47,0.0,0.35,663.6,63.87,0.0
,webflux,30000.0,190.0,63.29,74.69,80.93,26122.88,0.0,0.35,659.8,63.48,0.0
,webflux,30000.0,200.0,62.75,73.15,79.08,26144.29,0.0,0.35,656.0,63.09,0.0
,webflux,30000.0,250.0,65.65,77.03,83.56,26591.12,0.0,0.36,659.2,65.92,0.0
,webflux,30000.0,300.0,68.56,80.9,88.04,27037.95,0.0,0.37,662.4,68.74,0.0
,webflux,30000.0,350.0,71.46,84.78,92.53,27484.77,0.0,0.39,665.6,71.57,0.0
,webflux,30000.0,400.0,74.37,88.65,97.01,27931.6,0.0,0.4,668.8,74.39,0.0
,webflux,30000.0,450.0,77.27,92.53,101.49,28378.43,0.0,0.41,672.0,77.22,0.0
,webflux,30000.0,410.0,74.67,89.13,97.31,27803.84,0.0,0.4,669.6,74.71,0.0
,webflux,30000.0,370.0,72.07,85.73,93.14,27229.25,0.0,0.39,667.2,72.2,0.0
,webflux,30000.0,330.0,69.47,82.32,88.96,26654.66,0.0,0.37,664.8,69.68,0.0
,webflux,30000.0,290.0,66.87,78.92,84.79,26080.07,0.0,0.36,662.4,67.17,0.0
,webflux,30000.0,250.0,64.27,75.52,80.61,25505.48,0.0,0.35,660.0,64.66,0.0
,webflux,30000.0,270.0,65.8,77.35,83.87,26088.21,0.0,0.36,659.6,66.16,0.0
,webflux,30000.0,290.0,67.33,79.18,87.14,26670.95,0.0,0.37,659.2,67.66,0.0
,webflux,30000.0,310.0,68.85,81.01,90.4,27253.68,0.0,0.37,658.8,69.17,0.0
,webflux,30000.0,330.0,70.38,82.84,93.67,27836.42,0.0,0.38,658.4,70.67,0.0
,webflux,30000.0,350.0,71.91,84.67,96.93,28419.15,0.0,0.39,658.0,72.17,0.0
,webflux,31000.0,330.0,71.54,84.11,95.75,28861.55,0.0,0.39,668.8,71.93,0.0
,webflux,32000.0,310.0,71.17,83.54,94.57,29303.95,0.0,0.39,679.6,71.68,0.0
,webflux,33000.0,290.0,70.81,82.98,93.39,29746.34,0.0,0.38,690.4,71.44,0.0
,webflux,34000.0,270.0,70.44,82.41,92.21,30188.74,0.0,0.38,701.2,71.19,0.0
,webflux,35000.0,250.0,70.07,81.85,91.03,30631.14,0.0,0.38,712.0,70.95,0.0
,webflux,35000.0,230.0,68.7,81.68,90.35,31144.71,0.0,0.38,708.0,69.21,0.0
,webflux,35000.0,210.0,67.33,81.51,89.67,31658.29,0.0,0.38,704.0,67.47,0.0
,webflux,35000.0,190.0,65.96,81.34,88.99,32171.86,0.0,0.38,700.0,65.73,0.0
,webflux,35000.0,170.0,64.59,81.17,88.31,32685.44,0.0,0.38,696.0,63.99,0.0
,webflux,35000.0,150.0,63.22,81.0,87.63,33199.01,0.0,0.38,692.0,62.25,0.0
,webflux,35000.0,160.0,63.25,80.64,87.22,33073.94,0.0,0.38,693.4,62.45,0.0
,webflux,35000.0,170.0,63.28,80.27,86.81,32948.86,0.0,0.38,694.8,62.65,0.0
,webflux,35000.0,180.0,63.32,79.91,86.41,32823.79,0.0,0.39,696.2,62.85,0.0
,webflux,35000.0,190.0,63.35,79.54,86.0,32698.71,0.0,0.39,697.6,63.05,0.0
,webflux,35000.0,200.0,63.38,79.18,85.59,32573.64,0.0,0.39,699.0,63.25,0.0
,webflux,35000.0,250.0,65.36,81.65,89.4,32173.29,0.0,0.4,699.6,65.19,0.0
,webflux,35000.0,300.0,67.34,84.12,93.21,31772.94,0.0,0.4,700.2,67.12,0.0
,webflux,35000.0,350.0,69.33,86.59,97.01,31372.59,0.0,0.41,700.8,69.06,0.0
,webflux,35000.0,400.0,71.31,89.06,100.82,30972.24,0.0,0.41,701.4,70.99,0.0
,webflux,35000.0,450.0,73.29,91.53,104.63,30571.89,0.0,0.42,702.0,72.93,0.0
,webflux,35000.0,460.0,72.28,90.26,102.13,30460.99,0.0,0.42,698.6,71.81,0.0
,webflux,35000.0,470.0,71.27,88.99,99.64,30350.1,0.0,0.42,695.2,70.69,0.0
,webflux,35000.0,480.0,70.25,87.72,97.14,30239.2,0.0,0.43,691.8,69.57,0.0
,webflux,35000.0,490.0,69.24,86.45,94.65,30128.31,0.0,0.43,688.4,68.45,0.0
,webflux,35000.0,500.0,68.23,85.18,92.15,30017.41,0.0,0.43,685.0,67.33,0.0
,webflux,35000.0,470.0,67.56,84.78,92.93,30152.15,0.0,0.42,684.2,66.9,0.0
,webflux,35000.0,440.0,66.88,84.38,93.71,30286.89,0.0,0.42,683.4,66.47,0.0
,webflux,35000.0,410.0,66.21,83.97,94.5,30421.64,0.0,0.41,682.6,66.04,0.0
,webflux,35000.0,380.0,65.53,83.57,95.28,30556.38,0.0,0.41,681.8,65.61,0.0
,webflux,35000.0,350.0,64.86,83.17,96.06,30691.12,0.0,0.4,681.0,65.18,0.0
,webflux,35000.0,360.0,65.35,82.65,94.95,30650.24,0.0,0.4,685.2,65.68,0.0
,webflux,35000.0,370.0,65.83,82.13,93.84,30609.36,0.0,0.4,689.4,66.18,0.0
,webflux,35000.0,380.0,66.32,81.62,92.74,30568.48,0.0,0.41,693.6,66.69,0.0
,webflux,35000.0,390.0,66.8,81.1,91.63,30527.6,0.0,0.41,697.8,67.19,0.0
,webflux,35000.0,400.0,67.29,80.58,90.52,30486.72,0.0,0.41,702.0,67.69,0.0
,webflux,35000.0,330.0,65.65,79.33,89.78,30624.1,0.0,0.4,706.2,65.98,0.0
,webflux,35000.0,260.0,64.02,78.07,89.04,30761.47,0.0,0.39,710.4,64.27,0.0
,webflux,35000.0,190.0,62.38,76.82,88.29,30898.85,0.0,0.37,714.6,62.57,0.0
,webflux,35000.0,120.0,60.75,75.56,87.55,31036.22,0.0,0.36,718.8,60.86,0.0
,webflux,35000.0,50.0,59.11,74.31,86.81,31173.6,0.0,0.35,723.0,59.15,0.0
,webflux,35000.0,100.0,60.42,75.03,86.83,31134.05,0.0,0.36,722.8,60.6,0.0
,webflux,35000.0,150.0,61.74,75.75,86.85,31094.5,0.0,0.37,722.6,62.04,0.0
,webflux,35000.0,200.0,63.05,76.46,86.87,31054.95,0.0,0.38,722.4,63.49,0.0
,webflux,35000.0,250.0,64.37,77.18,86.89,31015.4,0.0,0.39,722.2,64.93,0.0
,webflux,35000.0,300.0,65.68,77.9,86.91,30975.85,0.0,0.4,722.0,66.38,0.0
,webflux,35000.0,260.0,64.7,78.42,87.36,31371.4,0.0,0.39,714.6,65.22,0.0
,webflux,35000.0,220.0,63.72,78.93,87.81,31766.95,0.0,0.39,707.2,64.07,0.0
,webflux,35000.0,180.0,62.73,79.45,88.26,32162.49,0.0,0.38,699.8,62.91,0.0
,webflux,35000.0,140.0,61.75,79.96,88.71,32558.04,0.0,0.38,692.4,61.76,0.0
,webflux,35000.0,100.0,60.77,80.48,89.16,32953.59,0.0,0.37,685.0,60.6,0.0
,webflux,36000.0,140.0,63.91,83.03,91.4,33713.37,0.0,0.38,698.4,63.64,0.0
,webflux,37000.0,180.0,67.04,85.58,93.65,34473.15,0.0,0.39,711.8,66.68,0.0
,webflux,38000.0,220.0,70.18,88.13,95.89,35232.92,0.0,0.41,725.2,69.72,0.0
,webflux,39000.0,260.0,73.31,90.68,98.14,35992.7,0.0,0.42,738.6,72.76,0.0
,webflux,40000.0,300.0,76.45,93.23,100.38,36752.48,0.0,0.43,752.0,75.8,0.0
,webflux,40000.0,320.0,77.17,94.43,102.93,36348.76,0.0,0.43,750.6,76.55,0.0
,webflux,40000.0,340.0,77.89,95.63,105.49,35945.04,0.0,0.43,749.2,77.29,0.0
,webflux,40000.0,360.0,78.6,96.84,108.04,35541.33,0.0,0.44,747.8,78.04,0.0
,webflux,40000.0,380.0,79.32,98.04,110.6,35137.61,0.0,0.44,746.4,78.78,0.0
,webflux,40000.0,400.0,80.04,99.24,113.15,34733.89,0.0,0.44,745.0,79.53,0.0
,webflux,40000.0,340.0,76.34,94.3,108.11,35006.27,0.0,0.43,744.4,75.76,0.0
,webflux,40000.0,280.0,72.64,89.37,103.06,35278.65,0.0,0.42,743.8,71.99,0.0
,webflux,40000.0,220.0,68.94,84.43,98.02,35551.04,0.0,0.41,743.2,68.23,0.0
,webflux,40000.0,160.0,65.24,79.5,92.97,35823.42,0.0,0.4,742.6,64.46,0.0
,webflux,40000.0,100.0,61.54,74.56,87.93,36095.8,0.0,0.39,742.0,60.69,0.0
,webflux,40000.0,170.0,64.96,78.31,90.62,35693.35,0.0,0.4,739.8,64.11,0.0
,webflux,40000.0,240.0,68.39,82.06,93.32,35290.9,0.0,0.41,737.6,67.53,0.0
,webflux,40000.0,310.0,71.81,85.82,96.01,34888.45,0.0,0.42,735.4,70.96,0.0
,webflux,40000.0,380.0,75.24,89.57,98.71,34486.0,0.0,0.43,733.2,74.38,0.0
,webflux,40000.0,450.0,78.66,93.32,101.4,34083.55,0.0,0.44,731.0,77.8,0.0
,webflux,40000.0,460.0,80.05,95.1,103.83,34153.03,0.0,0.44,736.8,79.42,0.0
,webflux,40000.0,470.0,81.45,96.89,106.26,34222.5,0.0,0.45,742.6,81.04,0.0
,webflux,40000.0,480.0,82.84,98.67,108.7,34291.98,0.0,0.45,748.4,82.66,0.0
,webflux,40000.0,490.0,84.24,100.46,111.13,34361.45,0.0,0.46,754.2,84.28,0.0
,webflux,40000.0,500.0,85.63,102.24,113.56,34430.93,0.0,0.46,760.0,85.9,0.0
,webflux,40000.0,470.0,84.53,101.04,112.72,34703.64,0.0,0.45,753.8,84.76,0.0
,webflux,40000.0,440.0,83.43,99.85,111.88,34976.35,0.0,0.45,747.6,83.62,0.0
,webflux,40000.0,410.0,82.33,98.65,111.05,35249.05,0.0,0.44,741.4,82.48,0.0
,webflux,40000.0,380.0,81.23,97.46,110.21,35521.76,0.0,0.44,735.2,81.34,0.0
,webflux,40000.0,350.0,80.13,96.26,109.37,35794.47,0.0,0.43,729.0,80.2,0.0
,webflux,40000.0,320.0,78.47,95.13,106.71,35602.93,0.0,0.42,731.0,78.37,0.0
,webflux,40000.0,290.0,76.81,94.01,104.05,35411.39,0.0,0.42,733.0,76.55,0.0
,webflux,40000.0,260.0,75.15,92.88,101.39,35219.86,0.0,0.41,735.0,74.72,0.0
,webflux,40000.0,230.0,73.49,91.76,98.73,35028.32,0.0,0.41,737.0,72.9,0.0
,webflux,40000.0,200.0,71.83,90.63,96.07,34836.78,0.0,0.4,739.0,71.07,0.0
,webflux,40000.0,210.0,70.87,89.27,95.22,34926.64,0.0,0.4,741.0,70.12,0.0
,webflux,40000.0,220.0,69.9,87.91,94.36,35016.5,0.0,0.4,743.0,69.17,0.0
,webflux,40000.0,230.0,68.94,86.54,93.51,35106.36,0.0,0.41,745.0,68.22,0.0
,webflux,40000.0,240.0,67.97,85.18,92.65,35196.22,0.0,0.41,747.0,67.27,0.0
,webflux,40000.0,250.0,67.01,83.82,91.8,35286.08,0.0,0.41,749.0,66.32,0.0
,webflux,40000.0,210.0,66.19,82.33,91.63,35328.28,0.0,0.4,751.6,65.47,0.0
,webflux,40000.0,170.0,65.38,80.83,91.46,35370.47,0.0,0.39,754.2,64.63,0.0
,webflux,40000.0,130.0,64.56,79.34,91.29,35412.67,0.0,0.39,756.8,63.78,0.0
,webflux,40000.0,90.0,63.75,77.84,91.12,35454.86,0.0,0.38,759.4,62.94,0.0
,webflux,40000.0,50.0,62.93,76.35,90.95,35497.06,0.0,0.37,762.0,62.09,0.0
,webflux,40000.0,70.0,63.13,77.48,91.0,35342.47,0.0,0.37,755.4,62.52,0.0
,webflux,40000.0,90.0,63.34,78.61,91.04,35187.88,0.0,0.38,748.8,62.95,0.0
,webflux,40000.0,110.0,63.54,79.75,91.09,35033.29,0.0,0.38,742.2,63.37,0.0
,webflux,40000.0,130.0,63.75,80.88,91.13,34878.7,0.0,0.39,735.6,63.8,0.0
,webflux,40000.0,150.0,63.95,82.01,91.18,34724.11,0.0,0.39,729.0,64.23,0.0
,webflux,41000.0,130.0,63.78,80.57,90.2,36127.72,0.0,0.39,738.4,63.94,0.0
,webflux,42000.0,110.0,63.6,79.13,89.23,37531.32,0.0,0.4,747.8,63.65,0.0
,webflux,43000.0,90.0,63.43,77.7,88.25,38934.93,0.0,0.4,757.2,63.36,0.0
,webflux,44000.0,70.0,63.25,76.26,87.28,40338.53,0.0,0.41,766.6,63.07,0.0
,webflux,45000.0,50.0,63.08,74.82,86.3,41742.14,0.0,0.41,776.0,62.78,0.0
,webflux,45000.0,100.0,64.73,76.37,87.53,41683.87,0.0,0.42,776.6,64.32,0.0
,webflux,45000.0,150.0,66.38,77.92,88.76,41625.6,0.0,0.43,777.2,65.85,0.0
,webflux,45000.0,200.0,68.03,79.46,89.99,41567.33,0.0,0.44,777.8,67.39,0.0
,webflux,45000.0,250.0,69.68,81.01,91.22,41509.06,0.0,0.45,778.4,68.92,0.0
,webflux,45000.0,300.0,71.33,82.56,92.45,41450.79,0.0,0.46,779.0,70.46,0.0
,webflux,45000.0,290.0,70.62,82.41,93.26,41422.84,0.0,0.46,775.2,70.09,0.0
,webflux,45000.0,280.0,69.92,82.26,94.06,41394.89,0.0,0.46,771.4,69.73,0.0
,webflux,45000.0,270.0,69.21,82.1,94.87,41366.93,0.0,0.45,767.6,69.36,0.0
,webflux,45000.0,260.0,68.51,81.95,95.67,41338.98,0.0,0.45,763.8,69.0,0.0
,webflux,45000.0,250.0,67.8,81.8,96.48,41311.03,0.0,0.45,760.0,68.63,0.0
,webflux,45000.0,240.0,67.97,82.29,95.29,40755.43,0.0,0.44,761.8,68.6,0.0
,webflux,45000.0,230.0,68.15,82.79,94.1,40199.82,0.0,0.44,763.6,68.56,0.0
,webflux,45000.0,220.0,68.32,83.28,92.91,39644.22,0.0,0.43,765.4,68.53,0.0
,webflux,45000.0,210.0,68.5,83.78,91.72,39088.61,0.0,0.43,767.2,68.49,0.0
,webflux,45000.0,200.0,68.67,84.27,90.53,38533.01,0.0,0.42,769.0,68.46,0.0
,webflux,45000.0,190.0,67.44,82.74,89.58,38492.83,0.0,0.42,772.4,67.25,0.0
,webflux,45000.0,180.0,66.22,81.2,88.63,38452.64,0.0,0.42,775.8,66.05,0.0
,webflux,45000.0,170.0,64.99,79.67,87.69,38412.46,0.0,0.41,779.2,64.84,0.0
,webflux,45000.0,160.0,63.77,78.13,86.74,38372.27,0.0,0.41,782.6,63.64,0.0
,webflux,45000.0,150.0,62.54,76.6,85.79,38332.09,0.0,0.41,786.0,62.43,0.0
,webflux,45000.0,140.0,62.63,76.46,85.79,39052.87,0.0,0.41,787.6,62.64,0.0
,webflux,45000.0,130.0,62.72,76.32,85.79,39773.65,0.0,0.41,789.2,62.84,0.0
,webflux,45000.0,120.0,62.81,76.19,85.79,40494.43,0.0,0.42,790.8,63.05,0.0
,webflux,45000.0,110.0,62.9,76.05,85.79,41215.21,0.0,0.42,792.4,63.25,0.0
,webflux,45000.0,100.0,62.99,75.91,85.79,41935.99,0.0,0.42,794.0,63.46,0.0
,webflux,45000.0,170.0,67.45,81.53,90.54,41265.35,0.0,0.43,787.4,67.66,0.0
,webflux,45000.0,240.0,71.91,87.15,95.29,40594.7,0.0,0.44,780.8,71.86,0.0
,webflux,45000.0,310.0,76.37,92.77,100.03,39924.06,0.0,0.45,774.2,76.07,0.0
,webflux,45000.0,380.0,80.83,98.39,104.78,39253.41,0.0,0.46,767.6,80.27,0.0
